id;category/id;category/name/ca;category/name/es;scope/id;scope/name/ca;scope/name/es;participatory_space/id;participatory_space/url;component/id;title/ca;title/es;description/ca;description/es;budget/id;budget_amount;confirmed_votes;comments;created_at;url;related_proposals;related_proposal_titles;related_proposal_urls
18;43;Cultura als barris: desenvolupar programacions estables i gratuïtes;Cultura en los barrios: programaciones estables y gratuitas;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Activitats culturals als interiors d'illa;Activitats culturals als interiors d'illa;<p>Circuit de concerts, espectacles i tertúlies als Interiors d’Illa de l'Eixample.</p>;<p>Circuit de concerts, espectacles i tertúlies als Interiors d’Illa de l'Eixample.</p>;3;112000;177;0;2017-02-07 11:16:04 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/18;11068;Activitats culturals als interiors d'illa;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11068
19;41;Tots els àmbits per les propostes d'actuació;Todos los ámbitos para las propuestas de actuación ;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Projecte jove;Projecte jove;<p>Estudi i anàlisi de les necessitats comunitàries dels i les joves del barri amb edats entre els 15 i 25 anys aprox per tal de facilitar la seva participació en processos associatius actuals o per crear</p>;<p>Estudi i anàlisi de les necessitats comunitàries dels i les joves del barri amb edats entre els 15 i 25 anys aprox per tal de facilitar la seva participació en processos associatius actuals o per crear</p>;3;7000;166;0;2017-02-07 11:17:00 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/19;11238;Projecte jove;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11238
21;41;Tots els àmbits per les propostes d'actuació;Todos los ámbitos para las propuestas de actuación ;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Programa de sensibilització i transformació per a estudiants de primer i segon cicle de la E.S.O. en l’àmbit de les violències masclistes.;Programa de sensibilització i transformació per a estudiants de primer i segon cicle de la E.S.O. en l’àmbit de les violències masclistes.;<p>L’objectiu general és la eradicació i disminució de les violències masclistes que acostumen a exercir els homes envers les dones, a alhora que es pretèn un abordatge integral amb perspectiva de gènere que qüestioni el model tradicional de masculinitat i els costos implícits d’aquest model, respecte a la violència, salut, benestar, etc. </p>;<p>L’objectiu general és la eradicació i disminució de les violències masclistes que acostumen a exercir els homes envers les dones, a alhora que es pretèn un abordatge integral amb perspectiva de gènere que qüestioni el model tradicional de masculinitat i els costos implícits d’aquest model, respecte a la violència, salut, benestar, etc. </p>;3;16000;180;0;2017-02-07 11:18:14 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/21;11211;Programa de sensibilització i transformació per a estudiants de primer i segon cicle de la E.S.O. en l’àmbit de les violències masclistes. ;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11211
22;41;Tots els àmbits per les propostes d'actuació;Todos los ámbitos para las propuestas de actuación ;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Concurs arranjaments façanes;Concurs arranjaments façanes;<p>Concurs d'arranjaments de façanes: flors i plantes als balcons i finestres. Augmenta el 'verd urbà', alegra la vista, implica la col·laboració de veïns d'un mateix edifici o fins i tot d'un mateix carrer. Combinat amb un concurs de pintura a les persianes dels locals, creatives i art de carrer, enlloc dels grafitis dels tags actuals empobridors</p>;<p>Concurs d'arranjaments de façanes: flors i plantes als balcons i finestres. Augmenta el 'verd urbà', alegra la vista, implica la col·laboració de veïns d'un mateix edifici o fins i tot d'un mateix carrer. Combinat amb un concurs de pintura a les persianes dels locals, creatives i art de carrer, enlloc dels grafitis dels tags actuals empobridors</p>;3;40000;96;0;2017-02-07 11:19:32 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/22;11241;Concurs arranjaments façanes;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11241
23;43;Cultura als barris: desenvolupar programacions estables i gratuïtes;Cultura en los barrios: programaciones estables y gratuitas;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;"""Espai d'artistes al carrer""";"""Espai d'artistes al carrer""";"<p>Finançar les activitats quinzenals (quan hi ha també el Mercat de Pagès) d'un ""Espai d'artistes al carrer"", reforçant les experiències d'ocupació ciutadana de trams de Consell de Cent, el projecte de la ""Rambla de barri"". Ajudaria a omplir de contingut l'espai guanyat al cotxe amb la Superilla i donar oportunitats a nous artistes.</p>";"<p>Finançar les activitats quinzenals (quan hi ha també el Mercat de Pagès) d'un ""Espai d'artistes al carrer"", reforçant les experiències d'ocupació ciutadana de trams de Consell de Cent, el projecte de la ""Rambla de barri"". Ajudaria a omplir de contingut l'espai guanyat al cotxe amb la Superilla i donar oportunitats a nous artistes.</p>";3;30500;134;0;2017-02-07 11:20:49 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/23;11181;"""Espai d'artistes al carrer""";https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11181
25;43;Cultura als barris: desenvolupar programacions estables i gratuïtes;Cultura en los barrios: programaciones estables y gratuitas;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Garantir l'accessibilitat al Patrimoni de l'Eixample;Garantir l'accessibilitat al Patrimoni de l'Eixample;<p>Programar visites comentades als edificis emblemàtics de l'Eixample, garantint l'accessibilitat a edificis tancats com el Taller Masriera o privatitzats com la Casa Burés, aplicant allò que diu la Llei del Patrimoni Cultural Català de 1993.</p>;<p>Programar visites comentades als edificis emblemàtics de l'Eixample, garantint l'accessibilitat a edificis tancats com el Taller Masriera o privatitzats com la Casa Burés, aplicant allò que diu la Llei del Patrimoni Cultural Català de 1993.</p>;3;9000;171;0;2017-02-07 11:22:14 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/25;11169;Garantir l'accessibilitat al Patrimoni de l'Eixample;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11169
26;42;Millorar la qualitat de l’aire i el verd urbà;Mejora en la calidad del aire y el verde urbano;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Sensibilitzar als que usen el transport contaminant privat de la seva contribució a la mala qualitat de l'aire i al soroll excessiu;Sensibilitzar als que usen el transport contaminant privat de la seva contribució a la mala qualitat de l'aire i al soroll excessiu;<p>Posar cartells informatius a les entrades a l'Eixample atribuint a cada conductor i/o passatger les seves partícules contaminants emeses i els seus efectes sobre la salut dels que les respirem.</p>;<p>Posar cartells informatius a les entrades a l'Eixample atribuint a cada conductor i/o passatger les seves partícules contaminants emeses i els seus efectes sobre la salut dels que les respirem.</p>;3;18000;169;1;2017-02-07 11:23:12 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/26;11044;Sensibilitzar als que usen el transport contaminant privat de la seva contribució a la mala qualitat de l'aire i al soroll excessiu;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11044
27;42;Millorar la qualitat de l’aire i el verd urbà;Mejora en la calidad del aire y el verde urbano;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Campanya de sensibilització als instituts: Què respirem?;Campanya de sensibilització als instituts: Què respirem?;<p>Una campanya als instituts per dotar als alumnes de secundària d’informació divulgativa però rigorosa sobre quins són els factors claus relatius a la contaminació atmosfèrica, les seves afectacions sobre la qualitat de vida i possibles solucions. La proposta surt de la Plataforma per la Qualitat de l’Aire, que podria oferir els mateixos tallers.</p>;<p>Una campanya als instituts per dotar als alumnes de secundària d’informació divulgativa però rigorosa sobre quins són els factors claus relatius a la contaminació atmosfèrica, les seves afectacions sobre la qualitat de vida i possibles solucions. La proposta surt de la Plataforma per la Qualitat de l’Aire, que podria oferir els mateixos tallers.</p>;3;16000;152;0;2017-02-07 11:23:58 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/27;11325;Campanya de sensibilització als instituts: Què respirem? ;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11325
28;44;Campanyes i activitats contra la violència masclista i LGTBI;Campañas y actividades contra la violencia machista y LGTBI;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Eixample feminista;Eixample feminista;<p>Campanya de comunicació per canviar l'imaginari conceptual del feminisme i atogar-li valor positiu (cartelera, performance, audivisual, publicitat a l'espai públic comunitari La campanya permetrà crear un sentiment de Districte unit pel feminisme al temps que teixirà una xarxa de suport mutu entre el col.lectius feministes autònoms de l'Eixample.</p>;<p>Campanya de comunicació per canviar l'imaginari conceptual del feminisme i atogar-li valor positiu (cartelera, performance, audivisual, publicitat a l'espai públic comunitari La campanya permetrà crear un sentiment de Districte unit pel feminisme al temps que teixirà una xarxa de suport mutu entre el col.lectius feministes autònoms de l'Eixample.</p>;3;80000;121;0;2017-02-07 11:24:57 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/28;11056;Eixample feminista;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11056
29;41;Tots els àmbits per les propostes d'actuació;Todos los ámbitos para las propuestas de actuación ;;"";"";4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Estudi del soroll nocturn;Estudi del soroll nocturn;<p>(Aquesta proposta ha estat recollida en un punt d'informació estable) Estudi de l'afectació del soroll nocturn sobretot els caps de setmana, a la festa major del barri i durant la celebració d'esdeveniments.</p>;<p>(Aquesta proposta ha estat recollida en un punt d'informació estable) Estudi de l'afectació del soroll nocturn sobretot els caps de setmana, a la festa major del barri i durant la celebració d'esdeveniments.</p>;3;4000;148;0;2017-02-07 11:26:01 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/29;11219;Estudi del soroll nocturn;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11219
30;43;Cultura als barris: desenvolupar programacions estables i gratuïtes;Cultura en los barrios: programaciones estables y gratuitas;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Escola Cooperativa, Social i Solidària;Escola Cooperativa, Social i Solidària;<p>Prova pilot en 1-3 escoles/instituts de l'Eixample, per al treball en competències cooperatives: treball en col.lectiu, presa de decisions consensuades, organització assambleària, treball per projectes socials i solidària, vincle amb la comunitat. Formació i materials per al professorat (maig-juliol),planificació accions amb l'alumnat (juny-juliol).</p>;<p>Prova pilot en 1-3 escoles/instituts de l'Eixample, per al treball en competències cooperatives: treball en col.lectiu, presa de decisions consensuades, organització assambleària, treball per projectes socials i solidària, vincle amb la comunitat. Formació i materials per al professorat (maig-juliol),planificació accions amb l'alumnat (juny-juliol).</p>;3;40500;171;0;2017-02-07 11:26:58 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/30;11323;Escola Cooperativa, Social i Solidària;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11323
32;39;Desenvolupar polítiques per a Gent Gran;Desarrollo de políticas para la tercera edad;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Reducir las barreras arquitectóniques en la calle;Reducir las barreras arquitectóniques en la calle;<p>Realizar un estudio de las barreras arquitectónicas que dificultan realizar las actividades habituales a las personas mayores. Personas con dificultad en el andar, la vista... </p>;<p>Realizar un estudio de las barreras arquitectónicas que dificultan realizar las actividades habituales a las personas mayores. Personas con dificultad en el andar, la vista... </p>;3;26000;200;0;2017-02-07 17:35:35 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/32;11029;Reducir las barreras arquitectóniques en la calle.;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11029
33;43;Cultura als barris: desenvolupar programacions estables i gratuïtes;Cultura en los barrios: programaciones estables y gratuitas;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Projecte sociocultural al Mercat de Sant Antoni;Projecte sociocultural al Mercat de Sant Antoni;<p>Generació d'un projecte cultural i social per tal de posar en valor els espais públics i les troballes històriques del Mercat de Sant Antoni per facilitar que veïns i veïnes del barri facin seus i utilitzin aquests nous espais públics.</p>;<p>Generació d'un projecte cultural i social per tal de posar en valor els espais públics i les troballes històriques del Mercat de Sant Antoni per facilitar que veïns i veïnes del barri facin seus i utilitzin aquests nous espais públics.</p>;3;15000;120;0;2017-02-07 17:38:56 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/33;11236;Projecte sociocultural al Mercat de Sant Antoni;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11236
34;45;Impuls a l'Economia cooperativa, social i solidària;Impulso a la Economia cooperativa, social y solidaria;2;Eixample;Eixample;4;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius?participatory_process_slug=prova-pilot-pressupostos-participatius;22;Fer un mapeig de locals buits i oportunitats comunitàries al barri de Sant Antoni (i l'Esquerra de l'Eixample);Fer un mapeig de locals buits i oportunitats comunitàries al barri de Sant Antoni (i l'Esquerra de l'Eixample);<p>Fer una prospecció de locals buits al barri de Sant Antoni que identifiqui propietari, les característiques del local , n'analitzi les oportunitats que pot generar i faci una proposta per al seu ús comunitari possible. (Crec que estaria bé incloure l'Esquerra de l'Eixample).</p>;<p>Fer una prospecció de locals buits al barri de Sant Antoni que identifiqui propietari, les característiques del local , n'analitzi les oportunitats que pot generar i faci una proposta per al seu ús comunitari possible. (Crec que estaria bé incloure l'Esquerra de l'Eixample).</p>;3;250000;92;6;2017-02-07 17:41:07 UTC;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/22/budgets/3/projects/34;11126;Fer un mapeig de locals buits i oportunitats comunitàries al barri de Sant Antoni (i l'Esquerra de l'Eixample).;https://www.decidim.barcelona/processes/prova-pilot-pressupostos-participatius/f/3/proposals/11126
